Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Year
0 days 01:28:53.268000,ZHO,24,0 days 00:01:30.892000,17.0,2.0,,,0 days 00:00:18.372000,0 days 00:00:38.943000,0 days 00:00:33.577000,0 days 01:27:40.760000,0 days 01:28:19.703000,0 days 01:28:53.280000,282.0,294.0,209.0,298.0,False,HARD,4.0,True,Alfa Romeo,0 days 01:27:22.376000,2023-11-26 13:28:23.501,1,18.0,False,,False,True,26.6,53.0,1015.0,False,32.6,261,1.5,2023
0 days 01:30:24.241000,ZHO,24,0 days 00:01:30.973000,18.0,2.0,,,0 days 00:00:18.400000,0 days 00:00:38.991000,0 days 00:00:33.582000,0 days 01:29:11.680000,0 days 01:29:50.671000,0 days 01:30:24.253000,283.0,292.0,210.0,298.0,False,HARD,5.0,True,Alfa Romeo,0 days 01:28:53.268000,2023-11-26 13:29:54.393,1,18.0,False,,False,True,26.7,52.0,1015.0,False,32.6,338,1.7,2023
0 days 01:31:55.324000,ZHO,24,0 days 00:01:31.083000,19.0,2.0,,,0 days 00:00:18.481000,0 days 00:00:39.057000,0 days 00:00:33.545000,0 days 01:30:42.734000,0 days 01:31:21.791000,0 days 01:31:55.336000,282.0,293.0,211.0,299.0,False,HARD,6.0,True,Alfa Romeo,0 days 01:30:24.241000,2023-11-26 13:31:25.366,1,18.0,False,,False,True,26.7,52.0,1015.0,False,32.5,259,1.6,2023
0 days 01:33:26.423000,ZHO,24,0 days 00:01:31.099000,20.0,2.0,,,0 days 00:00:18.480000,0 days 00:00:39.023000,0 days 00:00:33.596000,0 days 01:32:13.816000,0 days 01:32:52.839000,0 days 01:33:26.435000,,293.0,210.0,299.0,False,HARD,7.0,True,Alfa Romeo,0 days 01:31:55.324000,2023-11-26 13:32:56.449,1,18.0,False,,False,True,26.7,52.0,1015.2,False,32.6,294,1.7,2023
0 days 01:34:57.478000,ZHO,24,0 days 00:01:31.055000,21.0,2.0,,,0 days 00:00:18.422000,0 days 00:00:38.944000,0 days 00:00:33.689000,0 days 01:33:44.857000,0 days 01:34:23.801000,0 days 01:34:57.490000,284.0,297.0,210.0,295.0,False,HARD,8.0,True,Alfa Romeo,0 days 01:33:26.423000,2023-11-26 13:34:27.548,1,18.0,False,,False,True,26.7,52.0,1015.0,False,32.4,265,1.3,2023
0 days 01:36:27.831000,ZHO,24,0 days 00:01:30.353000,22.0,2.0,,,0 days 00:00:18.477000,0 days 00:00:38.318000,0 days 00:00:33.558000,0 days 01:35:15.967000,0 days 01:35:54.285000,0 days 01:36:27.843000,286.0,311.0,211.0,307.0,True,HARD,9.0,True,Alfa Romeo,0 days 01:34:57.478000,2023-11-26 13:35:58.603,1,17.0,False,,False,True,26.7,53.0,1015.2,False,32.4,341,1.7,2023
0 days 01:37:58.538000,ZHO,24,0 days 00:01:30.707000,23.0,2.0,,,0 days 00:00:18.378000,0 days 00:00:38.836000,0 days 00:00:33.493000,0 days 01:36:46.221000,0 days 01:37:25.057000,0 days 01:37:58.550000,282.0,292.0,209.0,297.0,False,HARD,10.0,True,Alfa Romeo,0 days 01:36:27.831000,2023-11-26 13:37:28.956,1,17.0,False,,False,True,26.7,52.0,1015.2,False,32.1,268,1.5,2023
0 days 01:39:29.495000,ZHO,24,0 days 00:01:30.957000,24.0,2.0,,,0 days 00:00:18.408000,0 days 00:00:39.020000,0 days 00:00:33.529000,0 days 01:38:16.958000,0 days 01:38:55.978000,0 days 01:39:29.507000,284.0,293.0,211.0,298.0,False,HARD,11.0,True,Alfa Romeo,0 days 01:37:58.538000,2023-11-26 13:38:59.663,1,17.0,False,,False,True,26.7,53.0,1015.2,False,32.1,331,1.7,2023
0 days 01:41:00.190000,ZHO,24,0 days 00:01:30.695000,25.0,2.0,,,0 days 00:00:18.364000,0 days 00:00:38.849000,0 days 00:00:33.482000,0 days 01:39:47.871000,0 days 01:40:26.720000,0 days 01:41:00.202000,281.0,292.0,209.0,297.0,False,HARD,12.0,True,Alfa Romeo,0 days 01:39:29.495000,2023-11-26 13:40:30.620,1,17.0,False,,False,True,26.7,52.0,1015.2,False,32.0,271,1.7,2023
0 days 01:42:32.069000,ZHO,24,0 days 00:01:31.879000,26.0,2.0,,,0 days 00:00:18.411000,0 days 00:00:38.998000,0 days 00:00:34.470000,0 days 01:41:18.613000,0 days 01:41:57.611000,0 days 01:42:32.081000,282.0,302.0,210.0,307.0,False,HARD,13.0,True,Alfa Romeo,0 days 01:41:00.190000,2023-11-26 13:42:01.315,1,18.0,False,,False,True,26.6,53.0,1015.2,False,32.0,320,1.5,2023
0 days 01:44:02.688000,ZHO,24,0 days 00:01:30.619000,27.0,2.0,,,0 days 00:00:18.442000,0 days 00:00:38.324000,0 days 00:00:33.853000,0 days 01:42:50.523000,0 days 01:43:28.847000,0 days 01:44:02.700000,284.0,298.0,209.0,314.0,False,HARD,14.0,True,Alfa Romeo,0 days 01:42:32.069000,2023-11-26 13:43:33.194,1,18.0,False,,False,True,26.7,53.0,1015.2,False,32.1,275,1.7,2023
0 days 01:45:33.470000,ZHO,24,0 days 00:01:30.782000,28.0,2.0,,,0 days 00:00:18.297000,0 days 00:00:38.444000,0 days 00:00:34.041000,0 days 01:44:20.997000,0 days 01:44:59.441000,0 days 01:45:33.482000,286.0,296.0,208.0,315.0,False,HARD,15.0,True,Alfa Romeo,0 days 01:44:02.688000,2023-11-26 13:45:03.813,1,18.0,False,,False,True,26.6,53.0,1015.2,False,32.1,329,1.2,2023
0 days 01:47:04.078000,ZHO,24,0 days 00:01:30.608000,29.0,2.0,,,0 days 00:00:18.475000,0 days 00:00:38.506000,0 days 00:00:33.627000,0 days 01:45:51.957000,0 days 01:46:30.463000,0 days 01:47:04.090000,283.0,295.0,210.0,315.0,False,HARD,16.0,True,Alfa Romeo,0 days 01:45:33.470000,2023-11-26 13:46:34.595,1,18.0,False,,False,True,26.6,52.0,1015.2,False,32.1,296,1.2,2023
0 days 01:48:35.132000,ZHO,24,0 days 00:01:31.054000,30.0,2.0,,,0 days 00:00:18.465000,0 days 00:00:39.003000,0 days 00:00:33.586000,0 days 01:47:22.555000,0 days 01:48:01.558000,0 days 01:48:35.144000,285.0,293.0,211.0,301.0,False,HARD,17.0,True,Alfa Romeo,0 days 01:47:04.078000,2023-11-26 13:48:05.203,1,17.0,False,,False,True,26.6,52.0,1015.2,False,31.7,286,2.0,2023
0 days 01:50:06.067000,ZHO,24,0 days 00:01:30.935000,31.0,2.0,,,0 days 00:00:18.319000,0 days 00:00:38.857000,0 days 00:00:33.759000,0 days 01:48:53.463000,0 days 01:49:32.320000,0 days 01:50:06.079000,286.0,295.0,210.0,302.0,False,HARD,18.0,True,Alfa Romeo,0 days 01:48:35.132000,2023-11-26 13:49:36.257,1,17.0,False,,False,True,26.6,52.0,1015.2,False,31.9,274,1.7,2023
0 days 01:51:36.941000,ZHO,24,0 days 00:01:30.874000,32.0,2.0,,,0 days 00:00:18.224000,0 days 00:00:38.999000,0 days 00:00:33.651000,0 days 01:50:24.303000,0 days 01:51:03.302000,0 days 01:51:36.953000,,293.0,209.0,300.0,False,HARD,19.0,True,Alfa Romeo,0 days 01:50:06.067000,2023-11-26 13:51:07.192,1,16.0,False,,False,True,26.6,51.0,1015.2,False,31.6,345,1.7,2023
0 days 01:53:07.785000,ZHO,24,0 days 00:01:30.844000,33.0,2.0,,,0 days 00:00:18.271000,0 days 00:00:39.055000,0 days 00:00:33.518000,0 days 01:51:55.224000,0 days 01:52:34.279000,0 days 01:53:07.797000,285.0,292.0,210.0,299.0,False,HARD,20.0,True,Alfa Romeo,0 days 01:51:36.941000,2023-11-26 13:52:38.066,1,15.0,False,,False,True,26.6,51.0,1015.4,False,31.7,262,1.1,2023
0 days 01:54:38.726000,ZHO,24,0 days 00:01:30.941000,34.0,2.0,,,0 days 00:00:18.296000,0 days 00:00:38.888000,0 days 00:00:33.757000,0 days 01:53:26.093000,0 days 01:54:04.981000,0 days 01:54:38.738000,,291.0,209.0,299.0,False,HARD,21.0,True,Alfa Romeo,0 days 01:53:07.785000,2023-11-26 13:54:08.910,1,14.0,False,,False,True,26.6,51.0,1015.2,False,31.8,340,1.2,2023
0 days 01:56:09.320000,ZHO,24,0 days 00:01:30.594000,35.0,2.0,,,0 days 00:00:18.242000,0 days 00:00:38.842000,0 days 00:00:33.510000,0 days 01:54:56.980000,0 days 01:55:35.822000,0 days 01:56:09.332000,,292.0,210.0,298.0,False,HARD,22.0,True,Alfa Romeo,0 days 01:54:38.726000,2023-11-26 13:55:39.851,1,14.0,False,,False,True,26.6,51.0,1015.2,False,31.7,305,1.2,2023
0 days 01:57:39.990000,ZHO,24,0 days 00:01:30.670000,36.0,2.0,,,0 days 00:00:18.308000,0 days 00:00:38.827000,0 days 00:00:33.535000,0 days 01:56:27.640000,0 days 01:57:06.467000,0 days 01:57:40.002000,283.0,293.0,209.0,299.0,False,HARD,23.0,True,Alfa Romeo,0 days 01:56:09.320000,2023-11-26 13:57:10.445,1,14.0,False,,False,True,26.7,51.0,1015.4,False,31.4,320,1.6,2023
0 days 02:02:32.773000,ZHO,24,0 days 00:01:28.951000,39.0,3.0,,,0 days 00:00:17.989000,0 days 00:00:38.279000,0 days 00:00:32.683000,0 days 02:01:21.823000,0 days 02:02:00.102000,0 days 02:02:32.785000,281.0,290.0,213.0,296.0,True,MEDIUM,2.0,True,Alfa Romeo,0 days 02:01:03.822000,2023-11-26 14:02:04.947,1,20.0,False,,False,True,26.6,52.0,1015.4,False,31.5,262,1.8,2023
0 days 02:04:01.854000,ZHO,24,0 days 00:01:29.081000,40.0,3.0,,,0 days 00:00:18.019000,0 days 00:00:37.880000,0 days 00:00:33.182000,0 days 02:02:50.804000,0 days 02:03:28.684000,0 days 02:04:01.866000,287.0,317.0,211.0,319.0,False,MEDIUM,3.0,True,Alfa Romeo,0 days 02:02:32.773000,2023-11-26 14:03:33.898,1,19.0,False,,False,True,26.6,52.0,1015.4,False,31.1,266,1.6,2023
0 days 02:05:31.256000,ZHO,24,0 days 00:01:29.402000,41.0,3.0,,,0 days 00:00:18.009000,0 days 00:00:38.400000,0 days 00:00:32.993000,0 days 02:04:19.875000,0 days 02:04:58.275000,0 days 02:05:31.268000,283.0,292.0,213.0,298.0,False,MEDIUM,4.0,True,Alfa Romeo,0 days 02:04:01.854000,2023-11-26 14:05:02.979,1,19.0,False,,False,True,26.6,52.0,1015.2,False,31.4,356,1.7,2023
0 days 02:07:00.228000,ZHO,24,0 days 00:01:28.972000,42.0,3.0,,,0 days 00:00:18.020000,0 days 00:00:38.238000,0 days 00:00:32.714000,0 days 02:05:49.288000,0 days 02:06:27.526000,0 days 02:07:00.240000,287.0,294.0,214.0,302.0,False,MEDIUM,5.0,True,Alfa Romeo,0 days 02:05:31.256000,2023-11-26 14:06:32.381,1,18.0,False,,False,True,26.5,52.0,1015.2,False,31.3,281,1.3,2023
0 days 02:08:28.974000,ZHO,24,0 days 00:01:28.746000,43.0,3.0,,,0 days 00:00:18.019000,0 days 00:00:37.807000,0 days 00:00:32.920000,0 days 02:07:18.259000,0 days 02:07:56.066000,0 days 02:08:28.986000,288.0,308.0,213.0,318.0,True,MEDIUM,6.0,True,Alfa Romeo,0 days 02:07:00.228000,2023-11-26 14:08:01.353,1,17.0,False,,False,True,26.6,52.0,1015.2,False,31.4,271,1.3,2023
0 days 02:09:58.057000,ZHO,24,0 days 00:01:29.083000,44.0,3.0,,,0 days 00:00:17.920000,0 days 00:00:38.441000,0 days 00:00:32.722000,0 days 02:08:46.906000,0 days 02:09:25.347000,0 days 02:09:58.069000,286.0,292.0,214.0,298.0,False,MEDIUM,7.0,True,Alfa Romeo,0 days 02:08:28.974000,2023-11-26 14:09:30.099,1,16.0,False,,False,True,26.5,52.0,1015.2,False,31.3,299,1.2,2023
0 days 02:11:27.947000,ZHO,24,0 days 00:01:29.890000,45.0,3.0,,,0 days 00:00:17.909000,0 days 00:00:38.434000,0 days 00:00:33.547000,0 days 02:10:15.978000,0 days 02:10:54.412000,0 days 02:11:27.959000,287.0,300.0,211.0,306.0,False,MEDIUM,8.0,True,Alfa Romeo,0 days 02:09:58.057000,2023-11-26 14:10:59.182,1,17.0,False,,False,True,26.5,53.0,1015.2,False,31.2,285,1.7,2023
0 days 02:12:57.271000,ZHO,24,0 days 00:01:29.324000,46.0,3.0,,,0 days 00:00:17.998000,0 days 00:00:38.489000,0 days 00:00:32.837000,0 days 02:11:45.957000,0 days 02:12:24.446000,0 days 02:12:57.283000,,294.0,210.0,303.0,False,MEDIUM,9.0,True,Alfa Romeo,0 days 02:11:27.947000,2023-11-26 14:12:29.072,1,17.0,False,,False,True,26.5,53.0,1015.2,False,31.2,290,1.3,2023
0 days 02:14:26.680000,ZHO,24,0 days 00:01:29.409000,47.0,3.0,,,0 days 00:00:18.007000,0 days 00:00:38.548000,0 days 00:00:32.854000,0 days 02:13:15.290000,0 days 02:13:53.838000,0 days 02:14:26.692000,286.0,292.0,213.0,300.0,False,MEDIUM,10.0,True,Alfa Romeo,0 days 02:12:57.271000,2023-11-26 14:13:58.396,1,17.0,False,,False,True,26.5,53.0,1015.2,False,31.2,355,1.7,2023
0 days 02:15:56.063000,ZHO,24,0 days 00:01:29.383000,48.0,3.0,,,0 days 00:00:18.013000,0 days 00:00:38.451000,0 days 00:00:32.919000,0 days 02:14:44.705000,0 days 02:15:23.156000,0 days 02:15:56.075000,285.0,293.0,214.0,300.0,False,MEDIUM,11.0,True,Alfa Romeo,0 days 02:14:26.680000,2023-11-26 14:15:27.805,1,17.0,False,,False,True,26.5,53.0,1015.2,False,31.0,289,1.7,2023
0 days 02:17:25.829000,ZHO,24,0 days 00:01:29.766000,49.0,3.0,,,0 days 00:00:18.044000,0 days 00:00:38.709000,0 days 00:00:33.013000,0 days 02:16:14.119000,0 days 02:16:52.828000,0 days 02:17:25.841000,,293.0,213.0,300.0,False,MEDIUM,12.0,True,Alfa Romeo,0 days 02:15:56.063000,2023-11-26 14:16:57.188,1,17.0,False,,False,True,26.4,53.0,1015.2,False,31.1,269,2.0,2023
0 days 02:18:55.533000,ZHO,24,0 days 00:01:29.704000,50.0,3.0,,,0 days 00:00:18.097000,0 days 00:00:38.595000,0 days 00:00:33.012000,0 days 02:17:43.938000,0 days 02:18:22.533000,0 days 02:18:55.545000,287.0,292.0,214.0,300.0,False,MEDIUM,13.0,True,Alfa Romeo,0 days 02:17:25.829000,2023-11-26 14:18:26.954,1,17.0,False,,False,True,26.5,53.0,1015.2,False,31.0,268,1.8,2023
0 days 02:20:25.235000,ZHO,24,0 days 00:01:29.702000,51.0,3.0,,,0 days 00:00:18.086000,0 days 00:00:38.594000,0 days 00:00:33.022000,0 days 02:19:13.631000,0 days 02:19:52.225000,0 days 02:20:25.247000,,295.0,213.0,303.0,False,MEDIUM,14.0,True,Alfa Romeo,0 days 02:18:55.533000,2023-11-26 14:19:56.658,1,17.0,False,,False,True,26.5,53.0,1015.4,False,31.0,263,1.5,2023
0 days 02:21:54.843000,ZHO,24,0 days 00:01:29.608000,52.0,3.0,,,0 days 00:00:18.024000,0 days 00:00:38.606000,0 days 00:00:32.978000,0 days 02:20:43.271000,0 days 02:21:21.877000,0 days 02:21:54.855000,,297.0,212.0,303.0,False,MEDIUM,15.0,True,Alfa Romeo,0 days 02:20:25.235000,2023-11-26 14:21:26.360,1,17.0,False,,False,True,26.5,53.0,1015.5,False,31.0,303,1.3,2023
0 days 02:23:24.624000,ZHO,24,0 days 00:01:29.781000,53.0,3.0,,,0 days 00:00:18.053000,0 days 00:00:38.507000,0 days 00:00:33.221000,0 days 02:22:12.908000,0 days 02:22:51.415000,0 days 02:23:24.636000,288.0,295.0,212.0,302.0,False,MEDIUM,16.0,True,Alfa Romeo,0 days 02:21:54.843000,2023-11-26 14:22:55.968,1,17.0,False,,False,True,26.6,53.0,1015.5,False,31.1,275,1.2,2023
0 days 02:24:54.913000,ZHO,24,0 days 00:01:30.289000,54.0,3.0,,,0 days 00:00:18.143000,0 days 00:00:38.926000,0 days 00:00:33.220000,0 days 02:23:42.779000,0 days 02:24:21.705000,0 days 02:24:54.925000,283.0,288.0,214.0,295.0,False,MEDIUM,17.0,True,Alfa Romeo,0 days 02:23:24.624000,2023-11-26 14:24:25.749,1,17.0,False,,False,True,26.5,53.0,1015.5,False,31.0,282,1.7,2023
0 days 02:26:25.329000,ZHO,24,0 days 00:01:30.416000,55.0,3.0,,,0 days 00:00:18.206000,0 days 00:00:38.783000,0 days 00:00:33.427000,0 days 02:25:13.131000,0 days 02:25:51.914000,0 days 02:26:25.341000,287.0,294.0,213.0,301.0,False,MEDIUM,18.0,True,Alfa Romeo,0 days 02:24:54.913000,2023-11-26 14:25:56.038,1,17.0,False,,False,True,26.5,53.0,1015.5,False,31.0,282,1.7,2023
0 days 02:27:55.529000,ZHO,24,0 days 00:01:30.200000,56.0,3.0,,,0 days 00:00:18.057000,0 days 00:00:38.998000,0 days 00:00:33.145000,0 days 02:26:43.398000,0 days 02:27:22.396000,0 days 02:27:55.541000,289.0,292.0,214.0,299.0,False,MEDIUM,19.0,True,Alfa Romeo,0 days 02:26:25.329000,2023-11-26 14:27:26.454,1,17.0,False,,False,True,26.4,53.0,1015.5,False,31.0,282,1.7,2023
0 days 02:29:26.520000,ZHO,24,0 days 00:01:30.991000,57.0,3.0,,,0 days 00:00:17.939000,0 days 00:00:38.767000,0 days 00:00:34.285000,0 days 02:28:13.480000,0 days 02:28:52.247000,0 days 02:29:26.532000,,300.0,213.0,306.0,False,MEDIUM,20.0,True,Alfa Romeo,0 days 02:27:55.529000,2023-11-26 14:28:56.654,1,18.0,False,,False,True,26.3,53.0,1015.5,False,31.0,282,1.7,2023
0 days 02:30:56.847000,ZHO,24,0 days 00:01:30.327000,58.0,3.0,,,0 days 00:00:18.150000,0 days 00:00:38.603000,0 days 00:00:33.574000,0 days 02:29:44.682000,0 days 02:30:23.285000,0 days 02:30:56.859000,,303.0,212.0,325.0,False,MEDIUM,21.0,True,Alfa Romeo,0 days 02:29:26.520000,2023-11-26 14:30:27.645,1,17.0,False,,False,True,26.4,54.0,1015.7,False,30.8,293,1.2,2023
0 days 01:04:04.531000,SAI,55,0 days 00:01:39.674000,1.0,1.0,,,,0 days 00:00:39.984000,0 days 00:00:35.350000,,0 days 01:03:29.331000,0 days 01:04:04.690000,281.0,292.0,209.0,279.0,False,HARD,1.0,True,Ferrari,0 days 01:02:24.519000,2023-11-26 13:03:25.644,1,14.0,False,,False,False,27.1,49.0,1014.7,False,33.6,345,2.0,2023
0 days 01:05:36.511000,SAI,55,0 days 00:01:31.980000,2.0,1.0,,,0 days 00:00:18.867000,0 days 00:00:38.954000,0 days 00:00:34.159000,0 days 01:04:23.328000,0 days 01:05:02.282000,0 days 01:05:36.441000,286.0,296.0,209.0,313.0,True,HARD,2.0,True,Ferrari,0 days 01:04:04.531000,2023-11-26 13:05:05.656,1,13.0,False,,False,True,27.0,49.0,1014.7,False,33.6,263,2.4,2023
0 days 01:07:07.819000,SAI,55,0 days 00:01:31.308000,3.0,1.0,,,0 days 00:00:18.756000,0 days 00:00:38.685000,0 days 00:00:33.867000,0 days 01:05:55.197000,0 days 01:06:33.882000,0 days 01:07:07.749000,277.0,300.0,209.0,308.0,True,HARD,3.0,True,Ferrari,0 days 01:05:36.511000,2023-11-26 13:06:37.636,1,13.0,False,,False,True,27.1,49.0,1014.9,False,33.7,344,1.7,2023
0 days 01:08:38.918000,SAI,55,0 days 00:01:31.099000,4.0,1.0,,,0 days 00:00:18.607000,0 days 00:00:38.718000,0 days 00:00:33.774000,0 days 01:07:26.356000,0 days 01:08:05.074000,0 days 01:08:38.848000,278.0,298.0,208.0,308.0,True,HARD,4.0,True,Ferrari,0 days 01:07:07.819000,2023-11-26 13:08:08.944,1,13.0,False,,False,True,27.0,50.0,1014.9,False,33.2,262,1.8,2023
0 days 01:10:10.076000,SAI,55,0 days 00:01:31.158000,5.0,1.0,,,0 days 00:00:18.573000,0 days 00:00:38.709000,0 days 00:00:33.876000,0 days 01:08:57.421000,0 days 01:09:36.130000,0 days 01:10:10.006000,280.0,300.0,206.0,306.0,False,HARD,5.0,True,Ferrari,0 days 01:08:38.918000,2023-11-26 13:09:40.043,1,13.0,False,,False,True,27.0,50.0,1014.7,False,33.1,273,2.4,2023
0 days 01:13:12.552000,SAI,55,0 days 00:01:31.301000,7.0,1.0,,,0 days 00:00:18.563000,0 days 00:00:38.913000,0 days 00:00:33.825000,0 days 01:11:59.744000,0 days 01:12:38.657000,0 days 01:13:12.482000,280.0,299.0,207.0,305.0,False,HARD,7.0,True,Ferrari,0 days 01:11:41.251000,2023-11-26 13:12:42.376,1,13.0,False,,False,True,27.0,51.0,1014.9,False,33.2,276,2.0,2023
0 days 01:14:43.815000,SAI,55,0 days 00:01:31.263000,8.0,1.0,,,0 days 00:00:18.525000,0 days 00:00:38.884000,0 days 00:00:33.854000,0 days 01:13:31.007000,0 days 01:14:09.891000,0 days 01:14:43.745000,,299.0,205.0,306.0,False,HARD,8.0,True,Ferrari,0 days 01:13:12.552000,2023-11-26 13:14:13.677,1,13.0,False,,False,True,26.9,51.0,1014.9,False,33.0,242,2.0,2023
0 days 01:16:14.780000,SAI,55,0 days 00:01:30.965000,9.0,1.0,,,0 days 00:00:18.493000,0 days 00:00:38.797000,0 days 00:00:33.675000,0 days 01:15:02.238000,0 days 01:15:41.035000,0 days 01:16:14.710000,281.0,299.0,208.0,306.0,True,HARD,9.0,True,Ferrari,0 days 01:14:43.815000,2023-11-26 13:15:44.940,1,13.0,False,,False,True,26.9,51.0,1014.9,False,32.8,278,2.0,2023
0 days 01:17:46.085000,SAI,55,0 days 00:01:31.305000,10.0,1.0,,,0 days 00:00:18.601000,0 days 00:00:38.941000,0 days 00:00:33.763000,0 days 01:16:33.311000,0 days 01:17:12.252000,0 days 01:17:46.015000,279.0,299.0,205.0,304.0,False,HARD,10.0,True,Ferrari,0 days 01:16:14.780000,2023-11-26 13:17:15.905,1,13.0,False,,False,True,26.9,52.0,1014.9,False,32.7,250,1.7,2023
0 days 01:19:17.170000,SAI,55,0 days 00:01:31.085000,11.0,1.0,,,0 days 00:00:18.560000,0 days 00:00:38.706000,0 days 00:00:33.819000,0 days 01:18:04.575000,0 days 01:18:43.281000,0 days 01:19:17.100000,281.0,302.0,207.0,306.0,False,HARD,11.0,True,Ferrari,0 days 01:17:46.085000,2023-11-26 13:18:47.210,1,13.0,False,,False,True,26.9,52.0,1014.9,False,32.9,273,2.0,2023
0 days 01:20:48.448000,SAI,55,0 days 00:01:31.278000,12.0,1.0,,,0 days 00:00:18.592000,0 days 00:00:38.813000,0 days 00:00:33.873000,0 days 01:19:35.692000,0 days 01:20:14.505000,0 days 01:20:48.378000,,301.0,206.0,308.0,False,HARD,12.0,True,Ferrari,0 days 01:19:17.170000,2023-11-26 13:20:18.295,1,13.0,False,,False,True,26.8,52.0,1015.0,False,32.8,255,1.8,2023
0 days 01:22:19.833000,SAI,55,0 days 00:01:31.385000,13.0,1.0,,,0 days 00:00:18.731000,0 days 00:00:38.720000,0 days 00:00:33.934000,0 days 01:21:07.109000,0 days 01:21:45.829000,0 days 01:22:19.763000,282.0,303.0,206.0,308.0,False,HARD,13.0,True,Ferrari,0 days 01:20:48.448000,2023-11-26 13:21:49.573,1,12.0,False,,False,True,26.8,53.0,1015.0,False,32.5,324,2.0,2023
0 days 01:23:51.249000,SAI,55,0 days 00:01:31.416000,14.0,1.0,,,0 days 00:00:18.608000,0 days 00:00:38.696000,0 days 00:00:34.112000,0 days 01:22:38.371000,0 days 01:23:17.067000,0 days 01:23:51.179000,284.0,303.0,206.0,310.0,False,HARD,14.0,True,Ferrari,0 days 01:22:19.833000,2023-11-26 13:23:20.958,1,11.0,False,,False,True,26.8,53.0,1015.0,False,32.5,260,1.7,2023
0 days 01:25:22.868000,SAI,55,0 days 00:01:31.619000,15.0,1.0,,,0 days 00:00:18.705000,0 days 00:00:38.826000,0 days 00:00:34.088000,0 days 01:24:09.884000,0 days 01:24:48.710000,0 days 01:25:22.798000,279.0,303.0,208.0,307.0,False,HARD,15.0,True,Ferrari,0 days 01:23:51.249000,2023-11-26 13:24:52.374,1,9.0,False,,False,True,26.8,54.0,1015.0,False,32.5,291,1.8,2023
0 days 01:26:54.065000,SAI,55,0 days 00:01:31.197000,16.0,1.0,,,0 days 00:00:18.519000,0 days 00:00:38.835000,0 days 00:00:33.843000,0 days 01:25:41.317000,0 days 01:26:20.152000,0 days 01:26:53.995000,282.0,301.0,207.0,304.0,False,HARD,16.0,True,Ferrari,0 days 01:25:22.868000,2023-11-26 13:26:23.993,1,7.0,False,,False,True,26.7,54.0,1015.0,False,32.3,287,1.7,2023
0 days 01:28:25.686000,SAI,55,0 days 00:01:31.621000,17.0,1.0,,,0 days 00:00:18.674000,0 days 00:00:39.069000,0 days 00:00:33.878000,0 days 01:27:12.669000,0 days 01:27:51.738000,0 days 01:28:25.616000,279.0,303.0,206.0,307.0,False,HARD,17.0,True,Ferrari,0 days 01:26:54.065000,2023-11-26 13:27:55.190,1,5.0,False,,False,True,26.7,53.0,1015.0,False,32.3,259,1.7,2023
0 days 01:29:56.646000,SAI,55,0 days 00:01:30.960000,18.0,1.0,,,0 days 00:00:18.509000,0 days 00:00:38.793000,0 days 00:00:33.658000,0 days 01:28:44.125000,0 days 01:29:22.918000,0 days 01:29:56.576000,285.0,305.0,206.0,309.0,True,HARD,18.0,True,Ferrari,0 days 01:28:25.686000,2023-11-26 13:29:26.811,1,3.0,False,,False,True,26.7,52.0,1015.0,False,32.6,338,1.7,2023
0 days 01:31:28.197000,SAI,55,0 days 00:01:31.551000,19.0,1.0,,,0 days 00:00:18.528000,0 days 00:00:38.785000,0 days 00:00:34.238000,0 days 01:30:15.104000,0 days 01:30:53.889000,0 days 01:31:28.127000,282.0,310.0,205.0,302.0,False,HARD,19.0,True,Ferrari,0 days 01:29:56.646000,2023-11-26 13:30:57.771,1,4.0,False,,False,True,26.7,52.0,1015.0,False,32.6,256,1.5,2023
0 days 01:32:59.130000,SAI,55,0 days 00:01:30.933000,20.0,1.0,,,0 days 00:00:18.603000,0 days 00:00:38.805000,0 days 00:00:33.525000,0 days 01:31:46.730000,0 days 01:32:25.535000,0 days 01:32:59.060000,281.0,298.0,206.0,303.0,True,HARD,20.0,True,Ferrari,0 days 01:31:28.197000,2023-11-26 13:32:29.322,1,4.0,False,,False,True,26.7,52.0,1015.2,False,32.6,294,1.7,2023
0 days 01:34:31.314000,SAI,55,0 days 00:01:32.184000,21.0,1.0,,,0 days 00:00:18.619000,0 days 00:00:39.087000,0 days 00:00:34.478000,0 days 01:33:17.679000,0 days 01:33:56.766000,0 days 01:34:31.244000,282.0,288.0,207.0,302.0,False,HARD,21.0,True,Ferrari,0 days 01:32:59.130000,2023-11-26 13:34:00.255,1,5.0,False,,False,True,26.7,51.0,1015.2,False,32.6,293,1.8,2023
